Italy;Liguria Riviera Levante & Cinque Terre;Deiva Marina
France;Lot;Gourdon
Austria;Montafon;Sankt Anton im Montafon
Austria;Vorarlberg;Egg
France;Brittany - Southern;Pointe du Raz
France;Cote d'Azur;La Môle
France;Hérault-Aude;Fleury d'Aude
Spain;Mallorca;Inca
Germany;Allgau;Füssen
Italy;Lake Maggiore;Porto Valtravaglia
Germany;Lake Constance;Immenstaad
Italy;Liguria Riviera Ponente;Diano Marina
Switzerland;Ticino;Ponto Valentino
Italy;Tuscany Chianti;Poggibonsi
Croatia;Central Dalmatia;Šibenik/Zablaće
France;Ardèche/Drôme;Buis-les-Baronnies
Switzerland;Valais;Münster
Switzerland;Engadine;Maloja
Switzerland;Ticino;Cavigliano
Switzerland;Ticino;Pregassona Cureggia
Belgium;Ardennes;Blaimont
Italy;Liguria Riviera Ponente;Finale Ligure
Spain;Barcelona Costa Norte;Mataró
Italy;Lucca, Pisa and surroundings;Palaia
Italy;Lake Como;Ossuccio
France;Provence;Orange
France;Normandy;Cuves
Austria;Salzkammergut;Sankt Wolfgang im Salzkammergut
Italy;Sardinia;Porto Cervo
Switzerland;Ticino;Breganzona
Italy;Arezzo, Cortona and surroundings;Poppi
Germany;Rhine - Mosel - Ahr - Lahn;Traben-Trarbach
United Kingdom;Greater London;London South Bank
Spain;Costa del Sol;Málaga
France;Luberon;Lourmarin
Italy;Lake Como;Pognana Lario
Netherlands;Zuid-Holland;Zuid-Beijerland
France;Brittany - Northern;Trévou
Italy;Amalfi Coast;Vietri sul Mare
Greece;Crete;Heraklion
Italy;Tuscany Coast;Capalbio
Switzerland;Ticino;Brione
Italy;Sardinia;Budoni
Switzerland;Central Switzerland;Emmetten
Italy;Lake Ledro;Lago di Ledro
Italy;Puglia-Salento;Castro
Germany;Lake Constance;Langenargen
Italy;Friuli-Venezia Giulia;Aprilia Marittima
Italy;Emilia Romagna;Torre Pedrera
Germany;Brandenburg;Berlin
Croatia;Istria;Pula/Duga uvala
France;Cote d'Azur;La Croix-Valmer
Germany;Black Forest;Lenzkirch
France;Cote d'Azur;Juan les Pins
France;Hérault-Aude;Lagrasse
Italy;Versilia, Lunigiana and sourroundings;Viareggio
Switzerland;Ticino;Berzona
Switzerland;Ticino;Cevio
Germany;North Sea;Brake
France;Cote d'Azur;Cagnes-sur-Mer
France;Cote d'Azur;Six Fours
Poland;Tatras;Bukowina-Czarna Gora
France;Gard-Lozère;Vauvert
Denmark;Limfjord;Struer
Spain;Gran Canaria;Las Palmas
Italy;Liguria Riviera Levante & Cinque Terre;Lerici
Italy;Liguria Riviera Ponente;Arma di Taggia
Greece;Crete;Stavros, Chania
Belgium;Ardennes;Vielsalm
Italy;Tuscany Coast;Sassetta
Italy;Elba Island;Elba Nisporto
Spain;Costa del Sol;Benalmádena Costa
Croatia;North Dalmatia/Islands;Ugljan/Kali
Hungary;Lake Balaton - South Shore;Balatonboglar
Switzerland;Mittelbünden;Tschiertschen
Italy;Puglia-Trulli, Valle d‘Itria;Ceglie Messapica
Croatia;Central Dalmatia;Rogoznica/Ražanj
France;Luberon;L'isle sur la Sorgue
Croatia;Istria;Umag/Savudrija
Austria;Salzburg;Uttendorf
Germany;Black Forest;Eisenbach
Switzerland;Mittelbünden;Alvaneu
Austria;Vienna;Vienna / 19. District
Italy;Liguria Riviera Ponente;Imperia
Switzerland;Ticino;Gentilino
Switzerland;Ticino;Ludiano
France;Hérault-Aude;Valras Plage
Austria;Burgenland;Ritzing
Finland;Pohjois-Pohjanmaa Kainuu;Kuusamo
Switzerland;Ticino;Monteggio
Italy;Versilia, Lunigiana and sourroundings;Pietrasanta
Croatia;North Dalmatia;Petrčane
Spain;Costa Brava;Vall-Llobrega
Germany;Hessisches Bergland;Volkmarsen
France;Lot;Montcuq
Spain;Costa del Azahar;Peñiscola
Italy;Versilia, Lunigiana and sourroundings;Marina di Massa
Italy;Lake Como;Como
Austria;Salzkammergut;Grundlsee
Denmark;Sealand;Karrebæksminde
France;Cote d'Azur;Sanary sur Mer
Denmark;Central Jutland;Ringkobing
Denmark;South-western Jutland;Fanø
Denmark;Central Jutland;Ulfborg
Italy;Elba Island;Elba Procchio
Switzerland;Ticino;Gandria
Croatia;Kvarner;Opatija/Matulji
Cyprus;Protaras;Paralimni
Austria;Vienna;Vienna / 10. District
Austria;Tyrol;Niederau
France;Poitou-Charentes;Ile d'Oléron
Italy;Lake Garda;Toscolano
Italy;Cilento;Ascea Marina
Portugal;Algarve;Portimão
Switzerland;Central Switzerland;Ennetbürgen
Italy;Siena and sourroundings;Celle sul Rigo
Germany;Baltic Sea;Stahlbrode
France;Luberon;Banon
Italy;Tuscany Coast;Scansano
Italy;Liguria Riviera Ponente;Marina di Andora
Italy;Versilia, Lunigiana and sourroundings;Pontremoli
Austria;Tyrol;Fulpmes
Hungary;Lake Balaton - South Shore;Balatonboglar/Balatonoszod
France;Brittany - Southern;Concarneau
Finland;Häme Pirkanmaa;Sastamala
Italy;Lake Garda;Salo'
Switzerland;Eastern Switzerland;Amden
Italy;Piemonte-Langhe & Monferrato;Frinco
Italy;Lake Lugano;Lavena Ponte Tresa
Denmark;SE Jutland;Hejls
Italy;Tuscany Chianti;Tavarnelle Val di Pesa
Spain;Tenerife;Palm- Mar
USA;Florida Central West;St Petersburg/Treasure Island
USA;Florida South-East;Miami/Sunny Isles
Spain;Barcelona Costa Norte;El Masnou
France;Pyrénées-Orientales;Argelès sur Mer
France;Provence;Grans
France;Gard-Lozère;Nîmes
Italy;Sicily;Piedimonte Etneo
France;Normandy;Blonville sur mer
Croatia;Central Dalmatia;Trogir/Slatine
Belgium;Cities;Brussels
Ireland;South East;Tullow
Austria;Vienna;Gerasdorf bei Wien
Italy;Puglia-Trulli, Valle d‘Itria;Ostuni
Italy;Florence Countryside;Reggello
France;Cote d'Azur;Villeneuve-Loubet
Austria;Vorarlberg;Frastanz
France;Luberon;Grambois
Denmark;North Jutland;Hals
Italy;Elba Island;Elba Porto Azzurro
Austria;Tyrol;Feichten im Kaunertal
France;Cote d'Azur;Fréjus
France;Auvergne;Puy-en-Velay
Austria;Pitztal valley;Sankt Leonhard im Pitztal
Italy;Dolomites;Selva Gardena Wolkenstein
Austria;Arlberg mountain;Sankt Anton am Arlberg
France;Savoie - Haute Savoie;Chamonix - Les Praz
France;Provence;Avignon
Austria;Tyrol;Steinach am Brenner
Austria;Salzburg;Obertauern
France;Basque Country;Hendaye
Ireland;The Shannon Region;Kilkee
Switzerland;Central Switzerland;Beckenried
Italy;Trentino-High Adige;Pinzolo
France;Burgundy;Tanlay
Slovakia;Preschau Region;Tatranska Kotlina
Netherlands;Zeeland;Breskens
Austria;Salzburg;Niedernsill
Spain;Costa de la Luz;Zahara de los Atunes
Ireland;Cork and Kerry;Dingle
France;Savoie - Haute Savoie;Abondance
Italy;Aosta Valley;Cogne
Poland;Beskidy;Miedzybrodzie Zywieckie
Italy;Lucca, Pisa and surroundings;Montopoli in Valdarno
Slovakia;Sillein Region;Oravska Polhora
Italy;Veneto;Asiago
Poland;Baltic Sea (Poland);Rowy
Austria;Styria;Gröbming
Croatia;North Dalmatia/Islands;Ugljan/Preko
France;Brittany - Southern;Arzon
Belgium;Ardennes;Marche-en-Famenne
France;Savoie - Haute Savoie;Les Contamines
Italy;Tuscany Coast;Baratti
Austria;Gasteinertal;Bad Hofgastein
Croatia;South Dalmatia/Islands;Korčula/Zavalatica
Italy;Siena and sourroundings;Castiglione d'Orcia
Croatia;Kvarner;Opatija/Kastav
Italy;Siena and sourroundings;Rapolano Terme
France;Corsica;Calcatoggio
Switzerland;Bernese Oberland;Aeschi bei Spiez
Hungary;Lake Balaton - South Shore;Balatonfoldvar/Balatonszarszo
Poland;Baltic Sea (Poland);Sopot
Switzerland;Bernese Oberland;Sigriswil
Hungary;Lake Balaton - North Shore;Lesencetomaj
France;Ile-de-France;Paris/6
Spain;Costa del Sol;Marbella
France;Cote d'Azur;Les Mayons
Germany;Baltic Sea;Ostseebad Prerow
Spain;Madrid;Madrid
United Kingdom;Greater London;London South
Germany;North Sea;Greetsiel
Czech Republic;Central Bohemia;Karlstejn
Denmark;North Jutland;Vestervig
Italy;Tuscany Chianti;Pergine Valdarno
France;Normandy;Villers sur mer
Italy;Sicily;Eolie Lipari
Austria;Upper Austria;Ried im Innkreis
United Kingdom;South-East;Rochester
Spain;Costa Daurada;La Pineda
Austria;Carinthia;Egg - Nassfeld
France;Lot;Salviac
South Africa;Eastern Cape;Jeffreys Bay
Greece;Crete;Kokkino Chorio
Croatia;Istria;Buje/Brtonigla
Finland;Lappi;Rovaniemi
Italy;Sicily;Ribera
Spain;Mallorca;Port Pollença
Czech Republic;Prague and vicinity;Praha/2
Croatia;Istria;Pula/Marčana
Italy;Lazio;Guidonia
Germany;Saxony;Arzberg
Croatia;South Dalmatia;Dubrovnik/Orašac
Austria;Tyrol;Schmirn
Italy;Lake Maggiore;Ispra
Spain;Costa del Sol;Vélez Málaga
United Kingdom;South-East;Portsmouth
United Kingdom;Yorkshire and the Humber;Scarborough
Italy;Liguria Riviera Levante & Cinque Terre;Moneglia
Croatia;Istria;Umag/Juricani
Italy;Lake Como;Vercana
Spain;Costa de Almería;Roquetas de Mar
Italy;Florence Countryside;Pelago
Italy;Umbria;Amelia
Switzerland;Lake Geneva Region;Morges
Hungary;Lake Balaton - North Shore;Balatonfured/Tihany
Croatia;Kvarner;Mošćenička Draga
Spain;Costa Daurada;St Carles de la Ràpita
Austria;Salzburg;Lofer
Greece;Peloponese;Nafplio
Austria;Tyrol;Kössen
United Kingdom;South-West;St Austell
Germany;Harz;Altenau
Italy;Trentino-High Adige;Mezzana Marilleva
Italy;Sicily;Scillato
Hungary;Lake Balaton - South Shore;Szántód
Croatia;South Dalmatia;Trstenik/Dingač
United Kingdom;Scotland;Grantown on Spey
Spain;Mallorca;Santa Ponça
United Kingdom;Greater London;London Harrow
Ireland;Cork and Kerry;Killarney
Italy;Lago d’Orta;Pettenasco
France;Cote d'Azur;La Londe Les Maures
Spain;Costa Cálida;La Manga del Mar Menor
Austria;Zillertal;Hippach
Portugal;Algarve;Olhão
Germany;Black Forest;Sasbachwalden
Italy;Lake Garda;Garda
Denmark;Sealand;Dronningmolle
Croatia;Istria;Umag/Čepljani
Germany;Brandenburg;Bad Saarow
Italy;Puglia-Salento;Porto Cesareo
Italy;Emilia Romagna;Lido di Dante
Italy;Cilento;Paestum
Spain;Costa del Sol;Torremolinos
Croatia;Central Dalmatia;Baška Voda
Germany;North Sea;Dorum
Spain;Gran Canaria;Moya
France;Cote d'Azur;Mandelieu
Hungary;Thermal;Vindornyalak
France;Ile-de-France;Paris / Pré Saint Gervais
Austria;Tyrol;Westendorf
Spain;Ibiza;Sant Carles Peralta
Italy;Trentino-High Adige;Madonna di Campiglio
France;Hautes Pyrénées;Barèges
Germany;Upper Bavaria;Inzell
Ireland;The Shannon Region;Doolin
United Kingdom;Scotland;Stonehaven
Austria;Vienna;Wien/ 20. District
Italy;Trentino-High Adige;Terme di Comano
Italy;Piemonte;Sandigliano
Austria;Tyrol;Oberperfuss
Croatia;Central Dalmatia;Makarska
Belgium;Ardennes;Durbuy
Italy;Aosta Valley;Arvier
Turkey;Aegean Region;Bodrum / Güllük
Italy;Lazio;Sperlonga
Hungary;Budapest;Budapest
France;Basque Country;Anglet
Croatia;North Dalmatia;Zadar/Sukošan
Spain;Costa Daurada;Tarragona
Italy;Lazio;Gaeta
Switzerland;Lake Geneva Region;Geneva
Austria;Tyrol;Waidring im PillerseeTal
Italy;Umbria;Passaggio di Bettona
Austria;Lungau;Mariapfarr
Germany;Rhine - Mosel - Ahr - Lahn;Trier
Croatia;Central Dalmatia/Islands;Hvar/Jelsa
Croatia;Central Dalmatia/Islands;Hvar/Kalober
France;Ile-de-France;Paris/17
Germany;Upper Bavaria;Ruhpolding
Germany;Black Forest;Schutterzell
Germany;Eifel;Gemünd
Germany;Black Forest;Bad Wildbad
Croatia;Kvarner;Opatija/Volosko
Croatia;Kvarner/Islands;Krk/Baška
Austria;Tyrol;Oberau
Croatia;Kvarner/Islands;Pag/Novalja
Spain;Madrid;El Escorial
Netherlands;Noord-Holland;Medemblik
Italy;Veneto;Eraclea Mare
Austria;Carinthia;Millstättersee
Italy;Marche;Pedaso
Italy;Tuscany Chianti;Lucolena in Chianti
Denmark;North Jutland;Løkken
Italy;Aosta Valley;St Nicolas
Italy;Abruzzo/Molise;Roseto degli Abruzzi
Croatia;North Dalmatia;Pakoštane/Drage
Slovakia;Preschau Region;Stara Lesna
France;Alsace;Marckolsheim
Italy;Emilia Romagna;Porto Verde
Italy;Liguria Riviera Ponente;Albisola
Austria;Großarltal;Grossarl
Italy;Arezzo, Cortona and surroundings;Castelfranco di Sopra
Croatia;Kvarner;Opatija
Italy;Sardinia;Cardedu
Italy;Puglia-Gargano;Vieste
Luxembourg;Ardennes;Hosingen
France;Savoie - Haute Savoie;Morzine
Austria;Tyrol;Scharnitz
Germany;Rhine - Mosel - Ahr - Lahn;Sankt Goarshausen
Germany;Black Forest;Feldberg
Austria;Tyrol;Alpbach
France;Provence;Vinon sur Verdon
France;Savoie - Haute Savoie;Châtel
France;Poitou-Charentes;Barbezieux
Czech Republic;South Bohemia;Nova Ves
France;Normandy;Sourdeval
Czech Republic;Prague and vicinity;Praha/6
Italy;Lucca, Pisa and surroundings;Barga
Austria;Eastern Tyrol;Kals am Großglockner
Finland;Lappi;Sodankylä
Netherlands;Overijssel;Dalfsen
France;Poitou-Charentes;Saint Maixent l'Ecole
Hungary;Lake Balaton - North Shore;Balatonalmadi/Lovas
Germany;Upper Bavaria;Wallgau
Italy;Lake Maggiore;Brezzo di Bedero
Italy;Dolomites;Alleghe
Belgium;Coast;Oostende
Czech Republic;South Bohemia;Plana nad Luznici
Netherlands;Limburg;Belfeld
Germany;Saxony;Dresden
Belgium;Coast;Bredene
Croatia;South Dalmatia;Blace
Switzerland;Valais;Les Hauderes
Austria;Salzburg;Hollersbach im Pinzgau
Portugal;Algarve;Carvoeiro
Sweden;Jönköping;Tranås
Switzerland;Bernese Oberland;Brienzwiler
Italy;Liguria Riviera Levante & Cinque Terre;Chiavari
Germany;Sauerland;Schmallenberg
Switzerland;Valais;Saas-Almagell
France;Corsica;Lopigna
Italy;Sicily;Palermo
Netherlands;Noord-Holland;Purmerend
Austria;Tyrol;Hopfgarten im Brixental
Spain;Inland Andalucia;Córdoba/Baena
France;Vendee- Western Loire;Thorigné d'Anjou
Germany;Eifel;Antweiler
France;Ile-de-France;Paris/Vincennes
Austria;Eastern Tyrol;Matrei in Osttirol
Czech Republic;Karlovy Vary and vicinity;Jachymov
Czech Republic;Liberec Region Jizera Mnts.;Kořenov
Italy;Arezzo, Cortona and surroundings;Terranuova Bracciolini
Switzerland;Viamala/Surses/Albulatal;Alvaschein GR
Germany;Allgau;Oberstdorf
Czech Republic;Liberec Region Jizera Mnts.;Novy Bor
Spain;Inland Catalonia;La Garriga
Austria;Zillertal;Tux
France;Lot;Lauzerte
Austria;Tyrol;Schwoich
Austria;Tyrol;Matrei am Brenner
Italy;Tuscany Chianti;Castelnuovo Berardenga
Italy;Florence Countryside;Montelupo Fiorentino
Austria;Tyrol;Reutte
Germany;Saxony;Schellerhau
Italy;Sicily;Nunziata
Italy;Siena and sourroundings;Arcidosso
Austria;Salzkammergut;Altaussee
Austria;Vorarlberg;Blons
Germany;Sauerland;Willingen
France;Lorraine-Vosges;Saint Julien
France;Brittany - Northern;Guingamp
Spain;Costa Blanca;Alicante
Belgium;Ardennes;Hastière-par-Dela
Poland;Beskidy;Targanice
Spain;Tenerife;La Esperanza
Hungary;Lake Balaton - South Shore;Balatonboglar/Balatonlelle
France;Vendee- Western Loire;Les Sables d'Olonne
Italy;Lake Maggiore;Oggebbio
Italy;Liguria Riviera Ponente;Mortola
Belgium;Ardennes;La Roche-en-Ardenne
Germany;Bavarian Forest;Kollnburg
France;Hérault-Aude;Montréal
Croatia;Istria;Rovinj/Žminj
Netherlands;Noord-Holland;Wieringen
Czech Republic;Liberec Region Jizera Mnts.;Tanvald
Italy;Lazio;San Polo
Poland;Little Poland;Krakow
Czech Republic;Pilsen and vicinity;Plzen
France;Poitou-Charentes;Royan
France;Ardèche/Drôme;Saint Just d'Ardèche
Croatia;Kvarner Hills;Plitvice
Germany;Saxony;Wurzen
Luxembourg;Müller valley;Waldbillig
Austria;Carinthia;Sankt Andrä
Austria;Styria;Ramsau am Dachstein
Germany;Weserbergland;Extertal
Spain;Asturias;Tresgrandas/Llanes
Austria;Salzkammergut;Pinsdorf
Italy;Lazio;Collevecchio
Italy;Lake Garda;Manerba
Spain;Costa Brava;Navata
Italy;Tuscany Chianti;Greve in Chianti
France;Provence;Malaucène
Germany;Franken - Fichtelgebirge - Taubertal;Schnelldorf
Luxembourg;Müller valley;Dillingen
Italy;Lake Maggiore;Luino
Belgium;Coast;Oostduinkerke
Italy;Lake Garda;Brenzone
Spain;Barcelona Costa Norte;Pineda de Mar
Italy;Puglia-Trulli, Valle d‘Itria;Martina Franca
Switzerland;Central Switzerland;Gersau
Italy;Sicily;Mascali
Hungary;Lake Balaton - South Shore;Siofok
United Kingdom;South-West;North - South Molton
Spain;Tenerife;El Rosario
Greece;Peloponese;Amaliada
Italy;Lucca, Pisa and surroundings;Orentano
Croatia;Istria;Škrapi
Italy;Liguria Riviera Levante & Cinque Terre;Ameglia
Poland;Pomerania;Sianowska Huta
Netherlands;Zeeland;Vlissingen
Czech Republic;South Bohemia;Lipno nad Vltavou
Croatia;Istria;Kotli
Croatia;Kvarner Hills;Ravna Gora
Germany;Weserbergland;Uslar
Croatia;Istria;Umag/Babići
Italy;Florence Countryside;Scarperia
Spain;Costa Daurada;Cunit
Germany;Harz;Hasselfelde
Italy;Lake Garda;Lonato del Garda
Croatia;Kvarner;Opatija/Mihelići
Germany;Bavarian Forest;Grafenau
France;Provence;Noves
Czech Republic;Bohemian Moravian Highlands;Svetla nad Sazavou
Germany;Black Forest;Unterkirnach
Italy;Lago d’Orta;Orta San Giulio
Croatia;Kvarner;Selce
Italy;Sicily;Balestrate
Germany;Bavarian Forest;Arrach
France;Dordogne-Lot&Garonne;Domme
Luxembourg;Ardennes;Enscherange
Germany;Thuringian Forest;Geschwenda
Italy;Tuscany Chianti;Gaiole in Chianti
Czech Republic;Bohemian Moravian Highlands;Hlinsko v Cechach
Germany;Hessisches Bergland;Wabern
Italy;Trasimeno Lake;Castiglione del Lago
Italy;Lucca, Pisa and surroundings;Casciana Terme
Belgium;Ardennes;Bièvre
Hungary;Lake Balaton - North Shore;Balatonalmadi/Felsoors
Hungary;Lake Balaton - South Shore;Keszthely/Balatonkeresztur
Germany;Bavarian Forest;Sankt Englmar
France;Brittany - Southern;Carnac
Belgium;Wallonia;Ellezelles
United Kingdom;South-East;Northiam - Brede
France;Basque Country;Villefranque
Germany;Harz;Tanne
Germany;Thuringian Forest;Masserberg
Denmark;Sealand;Vejby
Netherlands;Gelderland;Hulshorst
Italy;Veneto;Colli Euganei
Netherlands;Zeeland;Wemeldinge
Poland;Tatras;Mecina
Belgium;Ardennes;Durbuy-Bomal sur Ourthe
Germany;North Sea;Hechthausen
France;Normandy;Saint-Pair-sur-Mer
Hungary;Lake Balaton - South Shore;Balatonföldvár
France;Brittany - Southern;Chateaulin
Czech Republic;Liberec Region Jizera Mnts.;Sezimky
France;Brittany - Northern;Tréguier
Italy;Emilia Romagna;Salsomaggiore Terme
Germany;Rhine - Mosel - Ahr - Lahn;Hennef
Denmark;Lolland;Rødby
Denmark;Limfjord;Thisted
Netherlands;Gelderland;Lochem
Germany;Eifel;Monschau
Germany;Bavarian Forest;Vilshofen
Belgium;Ardennes;Mesnil-Saint-Blaise
Italy;Umbria;Collazzone
France;Burgundy;Arthonnay
Germany;Teutoburger Wald;Blomberg
Spain;Tenerife;Puerto de la Cruz
Italy;Lake Maggiore;Stresa
Croatia;Kvarner/Islands;Krk/Njivice
Austria;Lower Austria;Aggsbach Markt
Luxembourg;Ardennes;Wilwerwiltz
Germany;Harz;Braunlage
Denmark;Funen, Langeland and Aero;Asperup
Denmark;South-western Jutland;Vejers Strand
Croatia;Istria;Pićan
Germany;Hessisches Bergland;Gellershausen
France;Normandy;Criquetot
Denmark;Funen, Langeland and Aero;Faaborg
Croatia;Istria;Buje/Plovanija
Croatia;Istria;Buje
Spain;Fuerteventura;La Asomada
Ireland;West Ireland;The Neale
Netherlands;Noord-Holland;Heiloo
France;Poitou-Charentes;Brossac
France;Brittany - Northern;Lannion
Italy;Calabria;Capo Vaticano
Croatia;Central Dalmatia;Split
Italy;Tuscany Coast;Castiglioncello
Croatia;Central Dalmatia;Šibenik/Dubrava
France;Normandy;Cambremer
Spain;Cantabria;Potes
Netherlands;Zeeland;Kleverskerke/Arnemuiden
Germany;Eifel;Gerolstein
Belgium;Ardennes;Houffalize
France;Brittany - Northern;Pleubian
Poland;Little Poland;Borowna
Croatia;North Dalmatia/Islands;Ugljan/Ugljan
Austria;Salzburg;Annaberg - Lungötz
Austria;Tyrol;Brixen im Thale
Austria;Carinthia;Bleiburg
Italy;Sicily;Avola
France;Savoie - Haute Savoie;La Clusaz
Italy;Trentino-High Adige;Malè
Italy;Puglia-Salento;Tricase
Croatia;Istria;Medulin/Ližnjan
Austria;Carinthia;Turracher Höhe
Italy;Dolomites;Predazzo
Italy;Lazio;Rome
Austria;Salzburg;Flachau
United Kingdom;Greater London;London South East
Czech Republic;Hradec Kralove Region Giant Mnts. Orlicke Mnts.;Vrchlabi
Czech Republic;South Bohemia;Bechyne
Poland;Mazury;Grunwald
Italy;Trentino-High Adige;Marilleva 1400
Czech Republic;Prague and vicinity;Praha/8
Croatia;Kvarner;Mošćenička Draga/Sv. Jelena
Italy;Sicily;Fontane Bianche
Croatia;Kvarner;Opatija/Ika
Czech Republic;Karlovy Vary and vicinity;Marianske Lazne
Poland;Beskidy;Wadowice
Poland;Beskidy;Zawoja
Czech Republic;Liberec Region Jizera Mnts.;Harrachov
United Kingdom;Greater London;London West End
Austria;Tyrol;Kirchberg in Tirol
Poland;Sudeten;Szklarska Poreba
Croatia;Central Dalmatia;Raslina
Italy;Trentino-High Adige;Marilleva 900
Poland;Mazury;Wielkie Lezno
Croatia;Central Dalmatia/Islands;Brač/Supetar
Italy;Umbria;Città di Castello
Cyprus;Larnaca;Oroklini
Poland;Beskidy;Rzyki
Croatia;North Dalmatia/Islands;Rivanj/Rivanj
France;Corsica;Porto
Poland;Large Poland;Jeziory Wielkie
Italy;Lucca, Pisa and surroundings;Castelnuovo di Garfagnana
Hungary;Thermal;Buk-Thermal
Czech Republic;Bohemian Moravian Highlands;Horní Cerekev
Czech Republic;Zlin Region Javorniky Mnts.;Luhacovice
Poland;Sudeten;Duszniki Zdroj
Poland;Mazury;Ogonki
France;Luberon;Gordes
Czech Republic;Liberec Region Jizera Mnts.;Janov nad Nisou
Italy;Sicily;Nicolosi
Italy;Lake Maggiore;Baveno
Croatia;Central Dalmatia;Šibenik/Solaris
Italy;Liguria Riviera Ponente;Ventimiglia
Czech Republic;Liberec Region Jizera Mnts.;Liberec
Italy;Puglia-Gargano;San Menaio
Spain;Barcelona Costa Norte;Malgrat de Mar
Italy;Emilia Romagna;Rimini
Croatia;North Dalmatia;Biograd na Moru
Croatia;South Dalmatia;Dubrovnik/Gruda
Poland;Mazury;Gorlo
Poland;Large Poland;Chlebice
Poland;Baltic Sea (Poland);Gardna Wielka
Italy;Arezzo, Cortona and surroundings;Sansepolcro
Croatia;Central Dalmatia/Islands;Brač/Splitska
France;Burgundy;Etang sur Arroux
Italy;Lazio;Caprarola
Czech Republic;Prague and vicinity;Praha/4
Croatia;Kvarner;Crikvenica
Poland;Baltic Sea (Poland);Jurata
Croatia;Kvarner;Karlobag
Croatia;Kvarner/Islands;Krk/Omišalj
Croatia;South Dalmatia;Trstenik
Italy;Veneto;Caorle
Austria;Carinthia;Seeboden
Poland;Mazury;Blanki
Poland;Sudeten;Karpacz
Spain;Costa del Sol;Macharaviaya
Czech Republic;Bohemian Moravian Highlands;Holetín
Croatia;Central Dalmatia;Trogir/Vranjica
United Kingdom;Scotland;Plockton
Croatia;Central Dalmatia;Brodarica/Žaborić
Croatia;Central Dalmatia;Rogoznica
Poland;Mazury;Warchaly
Croatia;Central Dalmatia/Islands;Hvar/Sućuraj
Croatia;South Dalmatia/Islands;Korčula/Brna
Poland;Mazury;Ostrów Wielki
Austria;Tyrol;Kirchdorf in Tirol
Spain;Costa Brava;Sta Cristina d'Aro
Italy;Umbria;Todi
Croatia;North Dalmatia/Islands;Ugljan/Kukljica
Poland;Mazury;Natac Wielka
Italy;Sardinia;Ottiolu
Hungary;Lake Balaton - North Shore;Balatonfured
Italy;Lake Como;Lecco
Poland;Beskidy;Rychwald
Croatia;Istria;Umag/Murine
Poland;Pomerania;Borek Sulecki
Denmark;Bornholm;Ronne
Denmark;Limfjord;Roslev
Hungary;Lake Balaton - South Shore;Fonyód
Poland;Baltic Sea (Poland);Dabki
Italy;Siena and sourroundings;Chianciano Terme
Italy;Sicily;Catania
Spain;Inland Andalucia;Córdoba/ Cabra
Poland;Pomerania;Golczewo
France;Basque Country;Bidart
Germany;Bavarian Forest;Bad Griesbach
Italy;Marche;Pesaro
United Kingdom;South-West;Looe
France;Ile-de-France;Paris/Boulogne
Croatia;Kvarner/Islands;Krk/Šilo
Croatia;North Dalmatia/Islands;Pašman/Neviđane
Spain;Costa del Sol;Algarrobo Costa
Italy;Lake Como;Menaggio
Austria;Tyrol;Wiesing
Croatia;North Dalmatia;Pakoštane
Poland;Tatras;Falsztyn
Italy;Arezzo, Cortona and surroundings;Cortona
Portugal;North/Oporto;Vila Nova de Gaia-Porto
Poland;Pomerania;Niedalino-Czacz
Poland;Large Poland;Powidz
Germany;Upper Bavaria;Reit im Winkl
Poland;Mazury;Stare Juchy
Poland;Mazury;Biesowko
Poland;Little Poland;Cisowa
Czech Republic;Zlin Region Javorniky Mnts.;Buchlovice/Velehrad
Poland;Silesia;Zalecze Male
Italy;Sicily;Marsala
Poland;Beskidy;Porabka
Denmark;Bornholm;Nexo
Poland;Mazury;Karwie
France;Les Landes;Biscarosse
Poland;Baltic Sea (Poland);Smoldzinski Las
Croatia;South Dalmatia/Islands;Korčula/Prižba
Poland;Mazury;Spychowo-Kierwik
Poland;Silesia;Bystrzanowice
Czech Republic;South Moravian Region;Ruprechtov
Spain;Galicia;Mougas-Sta. María Oia
Spain;Galicia;O Grove/Rías Baixas
Spain;Galicia;Miño/Rías Altas
Croatia;Istria;Novigrad (Istra)
Switzerland;Central Switzerland;Greppen
Denmark;Funen, Langeland and Aero;Bogense
Poland;Pomerania;Bieszkowice
Croatia;Istria;Poreč/Radići
Hungary;Lake Balaton - North Shore;Balatonkenese/Balatonakarattya
Croatia;Central Dalmatia;Brela
Croatia;Istria;Umag/Crveni Vrh
Croatia;Central Dalmatia/Islands;Brač/Bobovišća na Moru
Croatia;South Dalmatia;Dubrovnik/Cavtat
France;Gironde;Soulac
Italy;Tuscany Coast;Marina di Grosseto
Denmark;Falster;Væggerløse
Spain;Barcelona Costa Norte;Sant Pol de Mar
Croatia;Istria;Umag/Volparija
Czech Republic;Hradec Kralove Region Giant Mnts. Orlicke Mnts.;Cerny Dul/Cista
Italy;Arezzo, Cortona and surroundings;Castiglion Fiorentino
Poland;Pomerania;Lisewiec
Italy;Sicily;Letojanni
Italy;Lake Garda;Gardone Riviera
Belgium;Interior;Poperinge
Croatia;North Dalmatia;Nin
Denmark;Sealand;Slagelse
Italy;Siena and sourroundings;San Casciano dei Bagni
Denmark;Flensborg Fjord;Egernsund
Poland;Mazury;Sejny
Croatia;North Dalmatia/Islands;Molat/Molat
